,id,alias,name,image_url,is_closed,url,review_count,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address,station_id
10,SgLr6EzoWrIjgl5VpB07rA,pub-l-île-noire-montréal-3,Pub l'Île Noire,https://s3-media1.fl.yelpcdn.com/bphoto/cVI5Hw99H5--mRIAl2tCyw/o.jpg,False,https://www.yelp.com/biz/pub-l-%C3%AEle-noire-montr%C3%A9al-3?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,60.0,4.0,[],$$,+15149820866,+1 514-982-0866,202.07118682846024,45.5153,-73.56326,1649 Rue Saint-Denis,,,Montreal,H2X 3K4,CA,QC,"['1649 Rue Saint-Denis', 'Montreal, QC H2X 3K4', 'Canada']",36c6491aa1b52e5ef7005f984738de27
11,FpmQN6DHQDBk7o6VUJ1VtA,bootlegger-l-authentique-montréal,Bootlegger l'Authentique,https://s3-media2.fl.yelpcdn.com/bphoto/3yOFxKjH9OC7wCtj0c2H5Q/o.jpg,False,https://www.yelp.com/biz/bootlegger-l-authentique-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,46.0,4.5,[],$$,+14383832226,+1 438-383-2226,648.051735267537,45.51323,-73.57058,3481 Boulevard Saint-Laurent,2 étage,,Montreal,H2X 2T6,CA,QC,"['3481 Boulevard Saint-Laurent', '2 étage', 'Montreal, QC H2X 2T6', 'Canada']",36c6491aa1b52e5ef7005f984738de27
12,qVdVY4YN0Rr0uKPkE1ltgQ,le-mal-nécessaire-montréal-3,Le Mal Nécessaire,https://s3-media4.fl.yelpcdn.com/bphoto/CoaPgsAttjRx0IlEi8OrLw/o.jpg,False,https://www.yelp.com/biz/le-mal-n%C3%A9cessaire-montr%C3%A9al-3?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,163.0,4.0,[],$$,+15144399199,+1 514-439-9199,957.3014486460443,45.5085754,-73.5612698,1106B Saint Laurent Boulevard,,,Montreal,H2Z 1J5,CA,QC,"['1106B Saint Laurent Boulevard', 'Montreal, QC H2Z 1J5', 'Canada']",36c6491aa1b52e5ef7005f984738de27
13,MIRu1QpQT0ymwk5k3ozNjg,renard-montréal,Renard,https://s3-media2.fl.yelpcdn.com/bphoto/QKOrSl4j0mq8zJpU5B37IA/o.jpg,False,https://www.yelp.com/biz/renard-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,21.0,4.0,[],$$,+15149030648,+1 514-903-0648,725.3561194026182,45.51901,-73.5552699,1272 Rue Sainte-Catherine E,,,Montreal,H2L 2H2,CA,QC,"['1272 Rue Sainte-Catherine E', 'Montreal, QC H2L 2H2', 'Canada']",36c6491aa1b52e5ef7005f984738de27
14,cGXuJydIyA_j_8nY-hYe1A,stereo-montréal-3,Stereo,https://s3-media4.fl.yelpcdn.com/bphoto/38RjMu4vkKnz787uka_teA/o.jpg,False,https://www.yelp.com/biz/stereo-montr%C3%A9al-3?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,54.0,3.5,[],$$$,+15146582646,+1 514-658-2646,492.10416796242725,45.515975,-73.558089,858 Rue Sainte-Catherine E,,,Montreal,H2L 2E3,CA,QC,"['858 Rue Sainte-Catherine E', 'Montreal, QC H2L 2E3', 'Canada']",36c6491aa1b52e5ef7005f984738de27
15,uyyvYlZRUK3UWMDllDRWxA,ginkgo-montréal-2,Ginkgo,https://s3-media3.fl.yelpcdn.com/bphoto/dD0sx5IzN8fXXKsQD9UqEg/o.jpg,False,https://www.yelp.com/biz/ginkgo-montr%C3%A9al-2?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,75.0,4.0,[],$$,+15143794449,+1 514-379-4449,520.9609100952268,45.512796738351,-73.5610990226269,308 Rue Sainte-Catherine E,,,Montreal,H2X 1L7,CA,QC,"['308 Rue Sainte-Catherine E', 'Montreal, QC H2X 1L7', 'Canada']",36c6491aa1b52e5ef7005f984738de27
16,BReKNnKFYRld2decRXM4Og,les-foufounes-electriques-montréal-4,Les Foufounes Electriques,https://s3-media1.fl.yelpcdn.com/bphoto/aMmSjjGatg0K2Hspdrq3rw/o.jpg,False,https://www.yelp.com/biz/les-foufounes-electriques-montr%C3%A9al-4?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,78.0,3.5,[],$,+15148445539,+1 514-844-5539,666.7555108989372,45.4696055,-73.8462946,87 Saint Catherine Est,,,Montreal,H2X 1K5,CA,QC,"['87 Saint Catherine Est', 'Montreal, QC H2X 1K5', 'Canada']",36c6491aa1b52e5ef7005f984738de27
17,m0FxJP2atkE8mn-xO23fpQ,le-red-tiger-montréal,Le Red Tiger,https://s3-media2.fl.yelpcdn.com/bphoto/GG07GYE_c6rTDhfHdzILRA/o.jpg,False,https://www.yelp.com/biz/le-red-tiger-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,137.0,4.0,[],$$,+15144397006,+1 514-439-7006,560.6590292087409,45.519202,-73.557836,1201 Boulevard de Maisonneuve E,,,Montreal,H2L 2A1,CA,QC,"['1201 Boulevard de Maisonneuve E', 'Montreal, QC H2L 2A1', 'Canada']",36c6491aa1b52e5ef7005f984738de27
18,SEZdzNlky2JOWCtewBeWsg,bistro-au-vieux-st-hubert-montréal-3,Bistro au Vieux St-Hubert,https://s3-media2.fl.yelpcdn.com/bphoto/OqhtdBMc3adXjkRO8D67tA/o.jpg,False,https://www.yelp.com/biz/bistro-au-vieux-st-hubert-montr%C3%A9al-3?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,6.0,3.5,[],$$,+15148451571,+1 514-845-1571,535.86895928579,45.5152,-73.55782,1241 Rue Saint-Hubert,,,Montreal,H2L 3Y8,CA,QC,"['1241 Rue Saint-Hubert', 'Montreal, QC H2L 3Y8', 'Canada']",36c6491aa1b52e5ef7005f984738de27
19,JsWnBDHZW1HFkgJVYCaEfg,le-blossom-montréal,Le Blossom,https://s3-media3.fl.yelpcdn.com/bphoto/1o9xMVyQEQ9c78-3loMdVg/o.jpg,False,https://www.yelp.com/biz/le-blossom-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,31.0,3.0,[],$$,+15143793699,+1 514-379-3699,468.4912713287014,45.518375,-73.558611,1101 Boulevard de Maisonneuve E,,,Montreal,H2L 1Z6,CA,QC,"['1101 Boulevard de Maisonneuve E', 'Montreal, QC H2L 1Z6', 'Canada']",36c6491aa1b52e5ef7005f984738de27
20,2RIcAKwFl3_mJEVZCJfKqA,le-trèfle-montréal-2,Le Trèfle,https://s3-media1.fl.yelpcdn.com/bphoto/YsRCoHPOt1giRtIoS3D45Q/o.jpg,False,https://www.yelp.com/biz/le-tr%C3%A8fle-montr%C3%A9al-2?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,35.0,4.0,[],$$,+14383863737,+1 438-386-3737,495.8428056628778,45.5490596,-73.5420783,3971 Rue Ontario E,,,Montreal,H1W 1T1,CA,QC,"['3971 Rue Ontario E', 'Montreal, QC H1W 1T1', 'Canada']",65f5707d61306518123222b4680bc282
21,VDE1U5IpjdmKcMBC3X3VxQ,le-blind-pig-montréal,Le Blind Pig,https://s3-media2.fl.yelpcdn.com/bphoto/7a91c4XiZcuVb5DkPP9HPA/o.jpg,False,https://www.yelp.com/biz/le-blind-pig-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,25.0,3.5,[],$$,,,597.8666030380338,45.54815,-73.54242,3890 Rue Ontario E,,,Montreal,H1W 1S6,CA,QC,"['3890 Rue Ontario E', 'Montreal, QC H1W 1S6', 'Canada']",65f5707d61306518123222b4680bc282
22,B1oB2s2lDskUoY5r_1g1xg,el-jumelgi-montréal-4,El Jumelgi,,False,https://www.yelp.com/biz/el-jumelgi-montr%C3%A9al-4?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,1.0,4.0,[],$,+15145220905,+1 514-522-0905,808.2672791081438,45.5462147,-73.5370061,3871 Rue Sainte-Catherine Est,,,Montreal,H1W 2G5,CA,QC,"['3871 Rue Sainte-Catherine Est', 'Montreal, QC H1W 2G5', 'Canada']",65f5707d61306518123222b4680bc282
23,hYde-6nqWyffyshPC55KKQ,darling-montréal,Darling,https://s3-media1.fl.yelpcdn.com/bphoto/BmdVKwrtViUA4jDYYeR2Nw/o.jpg,False,https://www.yelp.com/biz/darling-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,110.0,4.0,[],$$,+15143791233,+1 514-379-1233,1262.4984274298722,45.51883,-73.58407,4328 Boulevard Saint-Laurent,,,Montreal,H2W 1Z3,CA,QC,"['4328 Boulevard Saint-Laurent', 'Montreal, QC H2W 1Z3', 'Canada']",0e58810dea9e4869279089cb8576642f
24,XKyFYsRIkd0Tmef9fT_84w,candi-bar-montréal-2,Candi Bar,https://s3-media1.fl.yelpcdn.com/bphoto/aqCeZNJJthRxRfZbSnPdKQ/o.jpg,False,https://www.yelp.com/biz/candi-bar-montr%C3%A9al-2?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,60.0,3.5,[],$$,+15145244075,+1 514-524-4075,490.55575249729424,45.52845,-73.57845,1148 Avenue du Mont Royal,,,Montreal,H2J 1X9,CA,QC,"['1148 Avenue du Mont Royal', 'Montreal, QC H2J 1X9', 'Canada']",0e58810dea9e4869279089cb8576642f
25,PxJXsLv6cad2YJAwj_LfAw,le-rouge-gorge-montréal,Le Rouge Gorge,https://s3-media2.fl.yelpcdn.com/bphoto/Jxqcmfpfng6IhNoFStSzdg/o.jpg,False,https://www.yelp.com/biz/le-rouge-gorge-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,33.0,4.5,[],$$,+15143033822,+1 514-303-3822,483.68592513262405,45.5291117540899,-73.5779781639576,1234 Mont-royal E,,,Montreal,H2J 1Y2,CA,QC,"['1234 Mont-royal E', 'Montreal, QC H2J 1Y2', 'Canada']",0e58810dea9e4869279089cb8576642f
26,nf8v1CX6RszsI-uTvN7cww,le-mtl-bar-montréal,Le MTL Bar,https://s3-media4.fl.yelpcdn.com/bphoto/u8VDmE8z5BtuiyY9vUp67A/o.jpg,False,https://www.yelp.com/biz/le-mtl-bar-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,13.0,4.0,[],$$,+15145987764,+1 514-598-7764,491.4065913560403,45.52272,-73.57445,4051 Rue Saint-Hubert,,,Montreal,H2L 4A7,CA,QC,"['4051 Rue Saint-Hubert', 'Montreal, QC H2L 4A7', 'Canada']",0e58810dea9e4869279089cb8576642f
27,7FHIflJPWXgNavfDw2-STw,fitzroy-montréal,Fitzroy,https://s3-media2.fl.yelpcdn.com/bphoto/T_IcUinrMbjKjLtiRZJvvw/o.jpg,False,https://www.yelp.com/biz/fitzroy-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,46.0,3.0,[],$$,+14383653759,+1 438-365-3759,748.6794617210525,45.525244,-73.581959,551 Avenue du Mont-Royal E,,,Montreal,H2J 1W4,CA,QC,"['551 Avenue du Mont-Royal E', 'Montreal, QC H2J 1W4', 'Canada']",0e58810dea9e4869279089cb8576642f
28,G7LYpILnHveyvbg3sJePPw,l-entrepôt-mont-royal-montreal-3,L’Entrepôt - Mont-Royal,https://s3-media3.fl.yelpcdn.com/bphoto/34hFPcqrSL4wdbIlOhx4Hg/o.jpg,False,https://www.yelp.com/biz/l-entrep%C3%B4t-mont-royal-montreal-3?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,138.0,4.0,[],$,+15145073133,+1 514-507-3133,558.626190123115,45.527648,-73.579729,1019 Avenue du Mont-Royal E,,,Montreal,H2J 1X7,CA,QC,"['1019 Avenue du Mont-Royal E', 'Montreal, QC H2J 1X7', 'Canada']",0e58810dea9e4869279089cb8576642f
29,jfYlk4SmJyyOi9zU5rrNdw,l-escogriffe-bar-spectacle-montréal,L'Escogriffe Bar Spectacle,https://s3-media2.fl.yelpcdn.com/bphoto/K7HrEiLCMvohr4TBYnx69A/o.jpg,False,https://www.yelp.com/biz/l-escogriffe-bar-spectacle-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,18.0,4.5,[],$,+15148427244,+1 514-842-7244,819.6738642378957,45.523868,-73.582237,4461 Rue Saint-Denis,,,Montreal,H2J 2L2,CA,QC,"['4461 Rue Saint-Denis', 'Montreal, QC H2J 2L2', 'Canada']",0e58810dea9e4869279089cb8576642f
30,BQZ-KkZilWvOGG8-kGzsfw,l-barouf-montréal-2,L'Barouf,https://s3-media4.fl.yelpcdn.com/bphoto/jaVjqoxFwJZ6o8ahd331hg/o.jpg,False,https://www.yelp.com/biz/l-barouf-montr%C3%A9al-2?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,32.0,3.5,[],$$,+15148440119,+1 514-844-0119,692.4442120824685,45.521812,-73.577785,4171 Rue Saint-Denis,,,Montreal,H2W 2M7,CA,QC,"['4171 Rue Saint-Denis', 'Montreal, QC H2W 2M7', 'Canada']",0e58810dea9e4869279089cb8576642f
31,CEsh0ScOKlL3mpvjypqszA,ichigo-ichie-montréal,Ichigo Ichie,https://s3-media4.fl.yelpcdn.com/bphoto/qPSx11HeazwazZdu-IEfkQ/o.jpg,False,https://www.yelp.com/biz/ichigo-ichie-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,117.0,4.5,[],$$,+15142820009,+1 514-282-0009,769.1806553863977,45.52128,-73.57842,360 Rue Rachel E,,,Montreal,H2W 1E9,CA,QC,"['360 Rue Rachel E', 'Montreal, QC H2W 1E9', 'Canada']",0e58810dea9e4869279089cb8576642f
32,05ODI64RZUWNLu84PerxLw,bar-la-shop-montréal,Bar la Shop,https://s3-media4.fl.yelpcdn.com/bphoto/HW-aCWwoHFv02LWO7kDGNA/o.jpg,False,https://www.yelp.com/biz/bar-la-shop-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,8.0,4.0,[],$,+15148458717,+1 514-845-8717,696.636723253156,45.521845,-73.577942,4177 Rue Saint-Denis,2e étage,,Montreal,H2W 2M7,CA,QC,"['4177 Rue Saint-Denis', '2e étage', 'Montreal, QC H2W 2M7', 'Canada']",0e58810dea9e4869279089cb8576642f
33,mqSQ88UysxPX5hV7y2-MTA,big-in-japan-montréal-4,Big In Japan,https://s3-media2.fl.yelpcdn.com/bphoto/8atf9wIcTjKo6y0Y91GgOg/o.jpg,False,https://www.yelp.com/biz/big-in-japan-montr%C3%A9al-4?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,258.0,3.5,[],$$,+14383805658,+1 438-380-5658,1199.9785060847225,45.518053,-73.58148086441784,4175 Boulevard Saint-Laurent,,,Montreal,H2W 1Y7,CA,QC,"['4175 Boulevard Saint-Laurent', 'Montreal, QC H2W 1Y7', 'Canada']",0e58810dea9e4869279089cb8576642f
34,MaZ7AhdfZiyJGcfbX_3JTQ,le-a-bar-montréal,Le A Bar,https://s3-media2.fl.yelpcdn.com/bphoto/tOPUlngL4F2QSsy_qB0xwQ/o.jpg,False,https://www.yelp.com/biz/le-a-bar-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,15.0,4.5,[],$$,+15144392669,+1 514-439-2669,949.0074896713027,45.5200243,-73.5798761,213 Rue Rachel E,,,Montreal,H2W 1E4,CA,QC,"['213 Rue Rachel E', 'Montreal, QC H2W 1E4', 'Canada']",0e58810dea9e4869279089cb8576642f
35,jPE7EGhcFyVor-rzbppDgw,barraca-montréal,Barraca,https://s3-media4.fl.yelpcdn.com/bphoto/4jCcArlVPpBMglh9v-5-ZQ/o.jpg,False,https://www.yelp.com/biz/barraca-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,63.0,3.5,[],$$,+15145257741,+1 514-525-7741,490.24985867300376,45.52827,-73.57858,1134 Avenue du Mont-Royal E,,,Montreal,H2J 1X8,CA,QC,"['1134 Avenue du Mont-Royal E', 'Montreal, QC H2J 1X8', 'Canada']",0e58810dea9e4869279089cb8576642f
36,cTm9pJXTYCfA4RtQ2dnwdA,west-shefford-montréal,West Shefford,https://s3-media4.fl.yelpcdn.com/bphoto/CWIkQbnx2Sdj6u-p0xHDyQ/o.jpg,False,https://www.yelp.com/biz/west-shefford-montr%C3%A9al?adjust_creative=zuwyQOfmfZK7AOsVQh8PaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zuwyQOfmfZK7AOsVQh8PaA,7.0,3.5,[],$,+14383861110,+1 438-386-1110,578.2732349897966,45.53169,-73.57551,1562 Avenue du Mont-Royal Est,,,Montreal,H2J 1Z2,CA,QC,"['1562 Avenue du Mont-Royal Est', 'Montreal, QC H2J 1Z2', 'Canada']",0e58810dea9e4869279089cb8576642f
